X,Y,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags
77.0759312,28.462841,"266535263",Max Hospital,,,,,,,,"""amenity""=>""hospital"",""check_date""=>""2025-02-23"",""healthcare""=>""hospital"""
77.0633541,28.4767072,"266587260",Citi Bank,,,,,,,,"""amenity""=>""atm"",""brand""=>""Citibank"",""brand:wikidata""=>""Q857063"",""covered""=>""yes"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""lit""=>""yes"",""operator""=>""Citibank"",""operator:wikidata""=>""Q857063"",""short_name""=>""Citi"""
77.031011,28.46193,"266599678",,,,,,,,,"""amenity""=>""pharmacy"""
77.081805,28.4671709,"266687182",DLF Galleria,,,,,,,,"""check_date""=>""2025-02-23"",""shop""=>""supermarket"""
77.1019571,28.4717609,"267120725",,,,,,,,,"""amenity""=>""atm"",""covered""=>""yes"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""lit""=>""yes"""
77.1019485,28.4715496,"267120736",,,,,,,,,"""shop""=>""supermarket"""
77.0851086,28.4810092,"267127244",HSBC,,,,,,,,"""amenity""=>""bank"",""brand""=>""HSBC"",""brand:wikidata""=>""Q190464"""
77.1384019,28.4896385,"271335768",,,,,,,,,"""amenity""=>""school"""
77.0831985,28.4795112,"271336389",Lord Krishna Bank,,,,,,,,"""amenity""=>""bank"""
77.0848883,28.4808629,"271336428","Kotak Mahindra Bank;india",,,,,,,,"""amenity""=>""bank"",""brand""=>""Kotak Mahindra Bank"",""brand:wikidata""=>""Q2040404"",""check_date""=>""2025-02-23"",""leisure""=>""park"",""name:en""=>""Kotak Mahindra Bank"",""website""=>""http://www.kotak.com"""
77.047729,28.4741534,"271336441",State Bank of India,,,,,,,,"""amenity""=>""atm"",""covered""=>""yes"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""lit""=>""yes"""
77.0384039,28.4557573,"271336448",HDFC Bank,,,,,,,,"""amenity""=>""atm"",""brand""=>""HDFC Bank"",""brand:en""=>""HDFC Bank"",""brand:wikidata""=>""Q631047"",""covered""=>""yes"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""lit""=>""yes"",""opening_hours""=>""24/7"",""operator""=>""HDFC Bank"",""operator:en""=>""HDFC Bank"",""operator:wikidata""=>""Q631047"",""short_name""=>""HDFC"""
77.0382109,28.4560738,"271336454",State Bank of India,,,,,,,,"""amenity""=>""atm"",""brand""=>""State Bank of India"",""brand:en""=>""State Bank of India"",""brand:wikidata""=>""Q1340361"",""covered""=>""yes"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""lit""=>""yes"",""opening_hours""=>""24/7"",""operator""=>""State Bank of India"",""operator:en""=>""State Bank of India"",""operator:wikidata""=>""Q1340361"",""short_name""=>""SBI"""
77.0706974,28.4748625,"277793690",,,,,,,,,"""amenity""=>""atm"",""covered""=>""yes"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""lit""=>""yes"""
77.3696585,28.633824,"278165390",Shipra Mall,,,,,,,,"""shop""=>""supermarket"""
77.1570574,28.525047,"279161182",ICICI Bank,,,,,,,,"""amenity""=>""bank"",""brand""=>""ICICI"",""brand:wikidata""=>""Q1653258"",""name:en""=>""ICICI Bank"",""short_name""=>""ICICI"",""website""=>""https://www.icicibank.com"",""wikidata""=>""Q1653258"",""wikipedia""=>""en:ICICI Bank"""
77.194235,28.64725,"280741143",Axis Bank,,,,,,,,"""amenity""=>""bank"",""atm""=>""yes"",""brand""=>""Axis Bank"",""brand:wikidata""=>""Q2003549"",""name:en""=>""Axis Bank"",""operator""=>""Canara Bank"",""website""=>""https://www.axisbank.com"""
77.076436,28.4590293,"297255247",ICICI Bank,,,,,,,,"""air_conditioning""=>""yes"",""amenity""=>""bank"",""atm""=>""yes"",""brand""=>""ICICI Bank"",""brand:wikidata""=>""Q1653258"",""check_date""=>""2025-02-23"",""currency:INR""=>""yes"",""drive_through""=>""no"",""name:en""=>""ICICI Bank"",""short_name""=>""ICICI"",""website""=>""https://www.icicibank.com"",""wikidata""=>""Q1653258"",""wikipedia""=>""en:ICICI Bank"""
77.0763889,28.4590161,"297255248",HDFC Bank,,,,,,,,"""air_conditioning""=>""yes"",""amenity""=>""bank"",""atm""=>""yes"",""brand""=>""HDFC Bank"",""brand:wikidata""=>""Q631047"",""check_date""=>""2025-02-23"",""currency:INR""=>""yes"",""drive_through""=>""no"",""name:en""=>""HDFC Bank"",""operator""=>""HDFC Bank Limited"",""short_name""=>""HDFC"",""website""=>""https://www.hdfcbank.com"""
77.3494026,28.5854878,"300138103",Prakash Hospital Pvt Ltd,,,,,,,,"""addr:district""=>""Gautam Buddha Nagar"",""addr:full""=>""Sector - 33 Sector - 33 Noida"",""addr:postcode""=>""201301"",""addr:state""=>""Uttar Pradesh"",""amenity""=>""hospital"",""emergency""=>""yes"",""wheelchair""=>""yes"""
77.3168413,28.6411763,"307369793",Big Bazaar,,,,,,,,"""name:fa""=>""بیگ بازار"",""shop""=>""supermarket"""
77.3529095,28.5818659,"308730337",Sumitra Hospital,,,,,,,,"""amenity""=>""hospital"",""toilets:wheelchair""=>""no"",""wheelchair""=>""yes"""
77.3619179,28.5706876,"308898728",,,,,,,,,"""shop""=>""supermarket"""
77.3240838,28.5815718,"308900016",CitiBank,,,,,,,,"""amenity""=>""atm"",""brand""=>""Citibank"",""brand:wikidata""=>""Q857063"",""operator""=>""Citibank"",""operator:wikidata""=>""Q857063"",""short_name""=>""Citi"""
77.3241524,28.5815491,"308900094",Citibank,,,,,,,,"""amenity""=>""atm"",""brand""=>""Citibank"",""brand:wikidata""=>""Q857063"",""operator""=>""Citibank"",""operator:wikidata""=>""Q857063"",""short_name""=>""Citi"",""wheelchair""=>""yes"""
77.3219122,28.5723309,"308900110",HDFC Bank,,,,,,,,"""amenity""=>""bank"",""brand""=>""HDFC Bank"",""brand:wikidata""=>""Q631047"",""short_name""=>""HDFC"",""website""=>""https://www.hdfcbank.com"",""wheelchair""=>""yes"""
77.3233972,28.5712009,"308900153",Standard Chartered,,,,,,,,"""amenity""=>""bank"",""atm""=>""yes"",""brand""=>""Standard Chartered"",""brand:wikidata""=>""Q548278"",""brand:wikipedia""=>""en:Standard Chartered"",""wheelchair""=>""yes"""
77.323174,28.5717128,"308900386",HSBC,,,,,,,,"""amenity""=>""bank"",""brand""=>""HSBC"",""brand:wikidata""=>""Q190464"",""wheelchair""=>""yes"""
77.3375263,28.5779649,"308931002",,,,,,,,,"""amenity""=>""police"""
77.3351059,28.5765403,"308931128",HDFC Bank,,,,,,,,"""amenity""=>""atm"",""brand""=>""HDFC Bank"",""brand:en""=>""HDFC Bank"",""brand:wikidata""=>""Q631047"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""opening_hours""=>""24/7"",""operator""=>""HDFC Bank"",""operator:en""=>""HDFC Bank"",""operator:wikidata""=>""Q631047"",""shop""=>""convenience"",""short_name""=>""HDFC"""
77.3350801,28.5764197,"308931268",ICICI Bank,,,,,,,,"""amenity""=>""atm"",""brand""=>""ICICI Bank"",""brand:en""=>""ICICI Bank"",""brand:wikidata""=>""Q1653258"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""opening_hours""=>""24/7"",""operator""=>""ICICI Bank"",""operator:en""=>""ICICI Bank"",""operator:wikidata""=>""Q1653258"",""short_name""=>""ICICI"""
77.0458728,28.4463106,"312101690",CR Model Public School,,,,,,,,"""amenity""=>""school"""
77.0360665,28.4640597,"332066849",Sadar Police Station,,,,,,,,"""amenity""=>""police"""
77.0728175,28.462993,"332066852",Sushant Lok Police Station,,,,,,,,"""amenity""=>""police"",""check_date""=>""2025-02-23"""
77.0660949,28.4863642,"332066861",Sector 18 Police Station,,,,,,,,"""amenity""=>""police"""
77.0465147,28.4636101,"335970186",Salvan Public School,,,,,,,,"""amenity""=>""school"""
77.1723786,28.6458869,"355436037",ICICI Bank,,,,,,,,"""amenity""=>""atm"",""brand""=>""ICICI Bank"",""brand:en""=>""ICICI Bank"",""brand:wikidata""=>""Q1653258"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""opening_hours""=>""24/7"",""operator""=>""ICICI Bank"",""operator:en""=>""ICICI Bank"",""operator:wikidata""=>""Q1653258"",""short_name""=>""ICICI"""
77.2193166,28.5691433,"355436079",,,,,,,,,"""amenity""=>""atm"""
77.0931814,28.4758425,"410058752",DT Mega Mall,,,,,,,,"""check_date""=>""2025-02-23"",""shop""=>""supermarket"""
77.0507109,28.4529381,"412744824",,,,,,,,,"""amenity""=>""atm"",""brand""=>""ICICI Bank"",""brand:en""=>""ICICI Bank"",""brand:wikidata""=>""Q1653258"",""covered""=>""yes"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""lit""=>""yes"",""opening_hours""=>""24/7"",""operator""=>""ICICI Bank"",""operator:en""=>""ICICI Bank"",""operator:wikidata""=>""Q1653258"",""short_name""=>""ICICI"""
77.0328448,28.4508125,"414735815",Pushpanjali Hospital,,,,,,,,"""amenity""=>""hospital"",""wheelchair""=>""yes"""
77.0634821,28.4569893,"417741645",Guardian Pharmacy,,,,,,,,"""amenity""=>""pharmacy"",""check_date""=>""2025-02-23"",""healthcare""=>""pharmacy"",""name:en""=>""Guardian Pharmacy"""
77.0504451,28.4530763,"417741646",Gardian Pharmacy,,,,,,,,"""amenity""=>""pharmacy"",""healthcare""=>""pharmacy"""
77.0872705,28.4622981,"417741647",Guardian Pharmacy,,,,,,,,"""amenity""=>""pharmacy"",""check_date""=>""2025-02-23"",""healthcare""=>""pharmacy"",""wheelchair""=>""yes"""
77.0757513,28.4795748,"417741649",Gurgaon Central Mall,,,,,,,,"""shop""=>""mall"""
77.1561895,28.5247959,"438038593",Vasant Square Mall,,,,,,,,"""shop""=>""supermarket"",""toilets:wheelchair""=>""no"",""wheelchair""=>""limited"""
77.0332367,28.4606552,"449449825",,,,,,,,,"""amenity""=>""pharmacy"""
77.0323526,28.4612136,"449449845",,,,,,,,,"""amenity""=>""pharmacy"""
77.4157976,28.6692272,"457278181",Ghaziabad Bus Stand,,,,,,,,"""amenity""=>""bus_station"",""bus""=>""yes"",""public_transport""=>""station"""
77.0328074,28.4633607,"477905114",Punjab National Bank,,,,,,,,"""addr:city""=>""Gurugram"",""amenity""=>""bank"",""atm""=>""yes"",""branch""=>""Fountain Chowk"",""brand""=>""Punjab National Bank"",""brand:wikidata""=>""Q2743499"",""name:en""=>""Punjab National Bank"",""short_name""=>""PNB"",""website""=>""https://www.pnbindia.in"",""wikimedia_commons""=>""Category:Punjab National Bank"""
77.0921113,28.4930082,"482663982",Standard Chartered,,,,,,,,"""amenity""=>""bank"",""atm""=>""yes"",""brand""=>""Standard Chartered"",""brand:wikidata""=>""Q548278"""
77.093327,28.4941065,"482663990",,,,,,,,,"""amenity""=>""atm"",""covered""=>""yes"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""lit""=>""yes"",""operator""=>""ABN Amro Bank"""
77.0930212,28.4937082,"482663991",Citibank,,,,,,,,"""amenity""=>""atm"",""brand""=>""Citibank"",""brand:wikidata""=>""Q857063"",""covered""=>""yes"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""lit""=>""yes"",""operator""=>""Citibank"",""operator:wikidata""=>""Q857063"",""short_name""=>""Citi"""
77.0929044,28.493598,"482663996",Kotak Mahindra Bank,,,,,,,,"""amenity""=>""atm"",""brand""=>""Kotak Mahindra Bank"",""brand:wikidata""=>""Q2040404"",""covered""=>""yes"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""lit""=>""yes"",""operator""=>""Kotak Mahindra Bank"",""operator:wikidata""=>""Q2040404"""
77.0783203,28.4539934,"482664044",Stones2milestones,,,,,,,,"""amenity""=>""school"""
77.0930558,28.4760495,"482664058",Reliance Super,,,,,,,,"""check_date""=>""2025-02-23"",""shop""=>""supermarket"""
77.1024943,28.4717376,"482849107",,,,,,,,,"""amenity""=>""atm"",""brand""=>""ICICI Bank"",""brand:en""=>""ICICI Bank"",""brand:wikidata""=>""Q1653258"",""covered""=>""yes"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""lit""=>""yes"",""opening_hours""=>""24/7"",""operator""=>""ICICI Bank"",""operator:en""=>""ICICI Bank"",""operator:wikidata""=>""Q1653258"",""short_name""=>""ICICI"""
77.1033552,28.49498,"484198838",,,,,,,,,"""amenity""=>""atm"",""brand""=>""ICICI Bank"",""brand:en""=>""ICICI Bank"",""brand:wikidata""=>""Q1653258"",""covered""=>""yes"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""lit""=>""yes"",""opening_hours""=>""24/7"",""operator""=>""ICICI Bank"",""operator:en""=>""ICICI Bank"",""operator:wikidata""=>""Q1653258"",""short_name""=>""ICICI"""
77.1035209,28.4948344,"484198839",State Bank of India,,,,,,,,"""amenity""=>""bank"",""atm""=>""yes"",""brand""=>""State Bank of India"",""brand:wikidata""=>""Q1340361"",""short_name""=>""SBI"",""website""=>""https://www.sbi.co.in"""
77.1033984,28.4950876,"484198840",Pharmacy,,,,,,,,"""amenity""=>""pharmacy"",""dispensing""=>""yes"""
77.2519691,28.5502602,"495944542",Barclays,,,,,,,,"""amenity""=>""bank"",""atm""=>""yes"",""brand""=>""Barclays"",""brand:wikidata""=>""Q245343"""
77.332833,28.5703926,"496457061",Union Bank of India,,,,,,,,"""amenity""=>""bank"",""atm""=>""no"",""brand""=>""Union Bank of India"",""brand:wikidata""=>""Q2004078"",""name:en""=>""Union Bank of India"",""short_name""=>""UBI"",""website""=>""https://www.unionbankofindia.co.in/"",""wheelchair""=>""yes"""
77.2516076,28.6108671,"496457107",,,,,,,,,"""amenity""=>""bus_station"""
77.3190364,28.5907277,"498727743",State Bank of India,,,,,,,,"""amenity""=>""bank"",""atm""=>""yes"",""brand""=>""State Bank of India"",""brand:wikidata""=>""Q1340361"",""short_name""=>""SBI"",""wheelchair""=>""yes"""
77.0837751,28.4795667,"537979936",HDFC Bank,,,,,,,,"""amenity""=>""bank"",""atm""=>""yes"",""brand""=>""HDFC Bank"",""brand:wikidata""=>""Q631047"",""check_date""=>""2025-02-23"",""operator""=>""HDFC"",""short_name""=>""HDFC"",""website""=>""https://www.hdfcbank.com"""
77.0828744,28.4793231,"537979940",IndusInd Bank,,,,,,,,"""amenity""=>""bank"",""atm""=>""yes"",""brand""=>""IndusInd Bank"",""brand:wikidata""=>""Q2040323"",""name:en""=>""IndusInd Bank"",""website""=>""https://www.indusind.com"""
77.0828708,28.4794447,"537979943",ABN Amro,,,,,,,,"""amenity""=>""bank"",""atm""=>""yes"",""operator""=>""ABN Amro"""
77.0866532,28.4796183,"537979957",Axis Bank,,,,,,,,"""amenity""=>""atm"",""brand""=>""Axis Bank"",""brand:wikidata""=>""Q2003549"",""covered""=>""yes"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""lit""=>""yes"",""operator""=>""Axis Bank"",""operator:wikidata""=>""Q2003549"""
77.0867809,28.4793836,"537979959",Big Bazaar,,,,,,,,"""brand""=>""Big Bazaar"",""brand:wikidata""=>""Q3631008"",""shop""=>""supermarket"""
77.0895234,28.4801441,"537979966",Axis Bank,,,,,,,,"""amenity""=>""bank"",""atm""=>""yes"",""brand""=>""Axis Bank"",""brand:wikidata""=>""Q2003549"",""check_date""=>""2025-02-23"",""name:en""=>""Axis Bank"",""operator""=>""Axis Bank"",""website""=>""https://www.axisbank.com"""
77.0860422,28.4809232,"537994220",Religare Wellness,,,,,,,,"""amenity""=>""pharmacy"",""dispensing""=>""yes"",""healthcare""=>""pharmacy"",""opening_hours""=>""24/7"""
77.0860364,28.4810242,"537994221","98.4",,,,,,,,"""amenity""=>""pharmacy"",""dispensing""=>""yes"",""opening_hours""=>""24/7"""
77.0860307,28.4812617,"537994222",Guardian,,,,,,,,"""amenity""=>""pharmacy"",""check_date""=>""2025-02-23"",""dispensing""=>""yes"",""healthcare""=>""pharmacy"",""opening_hours""=>""24/7"""
77.2145726,28.534559,"544510422",Vihan Medico,,,,,,,,"""amenity""=>""pharmacy"""
77.215931,28.5321445,"544510424",Sree Durga Chemist,,,,,,,,"""amenity""=>""pharmacy"""
77.1847884,28.5403461,"560416144",Indian Bank,,,,,,,,"""amenity""=>""bank"",""brand""=>""Indian Bank"",""brand:wikidata""=>""Q2003789"",""name:en""=>""Indian Bank"",""website""=>""https://www.indianbank.in/"""
77.2018735,28.5390271,"560687122",Matri Department Store,,,,,,,,"""shop""=>""convenience"""
77.1847626,28.5403687,"560764785",Indian Bank,,,,,,,,"""amenity""=>""atm"",""brand""=>""Indian Bank"",""brand:wikidata""=>""Q2003789"",""operator""=>""Indian Bank"",""operator:wikidata""=>""Q2003789"""
77.2171793,28.5684348,"563126327",,,,,,,,,"""amenity""=>""atm"""
77.2186625,28.5683654,"563126330",,,,,,,,,"""amenity""=>""atm"",""brand""=>""HDFC Bank"",""brand:en""=>""HDFC Bank"",""brand:wikidata""=>""Q631047"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""opening_hours""=>""24/7"",""operator""=>""HDFC Bank"",""operator:en""=>""HDFC Bank"",""operator:wikidata""=>""Q631047"",""short_name""=>""HDFC"""
77.3759993,28.6371575,"571591713",Central Market,,,,,,,,"""shop""=>""convenience"""
77.3782631,28.6378072,"571593163",Shipra Police station,,,,,,,,"""amenity""=>""police"""
77.3698195,28.6342666,"571595057",,,,,,,,,"""amenity""=>""pharmacy"""
77.024146,28.4616667,"581891474",,,,,,,,,"""amenity""=>""atm"",""covered""=>""yes"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""lit""=>""yes"""
77.0934463,28.636867,"610885993",,,,,,,,,"""amenity""=>""atm"""
77.0965516,28.636705,"610886000",Punjab Bank,,,,,,,,"""amenity""=>""atm"""
77.0973217,28.6365657,"610886098",HDFC Bank,,,,,,,,"""amenity""=>""atm"",""brand""=>""HDFC Bank"",""brand:en""=>""HDFC Bank"",""brand:wikidata""=>""Q631047"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""opening_hours""=>""24/7"",""operator""=>""HDFC Bank"",""operator:en""=>""HDFC Bank"",""operator:wikidata""=>""Q631047"",""short_name""=>""HDFC"""
77.0634431,28.4569104,"613342446",City Medical,,,,,,,,"""amenity""=>""pharmacy"",""healthcare""=>""pharmacy"""
77.0631848,28.4565561,"613342447",Prithvi General Store,,,,,,,,"""shop""=>""convenience"""
77.2070915,28.6460886,"616563684",,,,,,,,,"""amenity""=>""atm"""
77.1366732,28.6082403,"632050626",Base Hospital Delhi Cantt,,,,,,,,"""amenity""=>""hospital"",""healthcare""=>""hospital"""
76.9877135,28.6114104,"709795355",Government Boys and Girls Senior Secondary School,,,,,,,,"""amenity""=>""school"""
77.1646775,28.509265,"712874689",Anand Supermart,,,,,,,,"""shop""=>""convenience"""
77.1682199,28.5099957,"712874691",,,,,,,,,"""amenity""=>""atm"",""shop""=>""dry_cleaning"""
77.1682149,28.5098513,"712874694",HDFC Bank,,,,,,,,"""amenity""=>""atm"",""brand""=>""HDFC Bank"",""brand:en""=>""HDFC Bank"",""brand:wikidata""=>""Q631047"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""opening_hours""=>""24/7"",""operator""=>""HDFC Bank"",""operator:en""=>""HDFC Bank"",""operator:wikidata""=>""Q631047"",""short_name""=>""HDFC"""
77.1660199,28.5120076,"712875907",,,,,,,,,"""amenity""=>""pharmacy"""
77.3720823,28.6300443,"714377672","Jaypee Institute of Information Technology, Noida",,,,,,,,"""amenity""=>""college"",""website""=>""www.jiit.ac.in"""
77.371384,28.6291951,"714378268","Jaypee Business School, Noida",,,,,,,,"""amenity""=>""college"""
77.2059863,28.5203641,"738197286",,,,,,,,,"""amenity""=>""atm"""
77.2071199,28.5232994,"738197289",,,,,,,,,"""amenity""=>""atm"""
77.2478224,28.5503785,"786590792",In & Out,,,,,,,,"""amenity""=>""fuel"",""brand""=>""Bharat Petroleum"",""level""=>""0"",""shop""=>""convenience"",""toilets""=>""yes"""
77.177701,28.5962679,"883881204",,,,,,,,,"""amenity""=>""school"""
77.2206204,28.6630585,"913325776",,,,,,,,,"""amenity""=>""atm"""
77.3314139,28.577404,"915724540",Kailash Hospital & Heart Institute,,,,,,,,"""addr:city""=>""Noida"",""addr:district""=>""Gautam Buddha Nagar"",""addr:full""=>""H-33, Sector- 27"",""addr:housenumber""=>""H-33"",""addr:postcode""=>""201301"",""addr:state""=>""Uttar Pradesh"",""addr:street""=>""Sector 27"",""amenity""=>""hospital"",""contact:facebook""=>""https://www.facebook.com/KailashHospitals"",""description""=>""Kailash Hospital & Heart Institute, Sector 27 Noida is NCR's Best Multi- Speciality & Heart Hospital with highly experienced Doctors, comprehensive health specialities and unmatched medical expertise in handling all types of simple & complex treatments."",""email""=>""kailash.Noida@kailashhealthcare.com"",""healthcare:speciality""=>""cardiology;orthopaedics;paediatrics;neurosurgery;cardiothoracic_surgery;gynaecology;oncology;nephrology;urology;surgery;physiatry;internal;dermatology;dental_oral_maxillo_facial_surgery;gastroenterology"",""opening_hours""=>""24/7"",""operator:type""=>""private"",""phone""=>""0120 244 4444"",""website""=>""https://www.kailashhealthcare.com/"",""wheelchair""=>""yes"",""wikidata""=>""Q124216613"",""wikipedia""=>""en:Kailash Hospital"""
77.2052683,28.6416777,"928491343",Delhi Heart and Lung Institute Super Speciality Hospital,,,,,,,,"""amenity""=>""hospital"",""check_date""=>""2024-04-12"",""healthcare""=>""hospital"",""short_name""=>""DHLI"""
77.2176037,28.6345525,"928563678",HDFC Bank,,,,,,,,"""amenity""=>""atm"",""brand""=>""HDFC Bank"",""brand:en""=>""HDFC Bank"",""brand:wikidata""=>""Q631047"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""level""=>""0"",""opening_hours""=>""24/7"",""operator""=>""HDFC Bank"",""operator:en""=>""HDFC Bank"",""operator:wikidata""=>""Q631047"",""short_name""=>""HDFC"""
77.2834999,28.5408389,"939235096",Indraprastha Apollo Hospital,,,,,,,,"""alt_name""=>""Apollo Hospital"",""amenity""=>""hospital"",""emergency""=>""yes"""
77.2251757,28.6683615,"943749501",Mori Gate Bus Terminal,,,,,,,,"""amenity""=>""bus_station"",""bus""=>""yes"",""public_transport""=>""station"""
77.0493833,28.5965201,"992920693",Ayushman Hospital,,,,,,,,"""addr:district""=>""South West"",""addr:full""=>""Plot No. 2, Dwarka, Sector 12"",""addr:postcode""=>""110075"",""addr:state""=>""Delhi"",""amenity""=>""hospital"",""contact:phone""=>""42811114"",""description""=>""<100 Bedded Hospital"""
77.0622043,28.588872,"993722911",Apollo Pharmacy,,,,,,,,"""amenity""=>""pharmacy"",""brand""=>""Apollo Pharmacy"",""brand:wikidata""=>""Q62562612"",""healthcare""=>""pharmacy"""
77.0563222,28.5892292,"993723048",Rai Medico,,,,,,,,"""amenity""=>""pharmacy"""
77.0589614,28.5902843,"993723109","98.3",,,,,,,,"""amenity""=>""pharmacy"""
77.0573761,28.5866431,"995630812",Govt Dispensory,,,,,,,,"""addr:district""=>""South West"",""addr:full""=>""Sec-10, Dwarka, Golok Dham Mandir"",""addr:postcode""=>""110075"",""addr:state""=>""Delhi"",""amenity""=>""hospital"",""contact:phone""=>""25081423"""
77.1497987,28.7237864,"1014267009",Ayurvedic Mental Hospital,,,,,,,,"""amenity""=>""hospital"""
77.1571367,28.7170924,"1014270982",Shalimar Bagh Police Station,,,,,,,,"""amenity""=>""police"",""operator""=>""Delhi Police"",""operator:en""=>""Delhi Police"",""operator:hi""=>""दिल्ली पुलिस"",""operator:ur""=>""دہلی پولیس"",""operator:wikidata""=>""Q3764926"""
77.1842457,28.573859,"1116432336",Govt. Girls Senior Secondary School,,,,,,,,"""amenity""=>""school"""
77.1783234,28.5697886,"1116433509",DPS International School,,,,,,,,"""amenity""=>""school"""
77.1781517,28.5712962,"1116434111",Jose Martin Sarvodya Vidyalya,,,,,,,,"""amenity""=>""school"""
77.1845461,28.5778727,"1116439249",DCAC,,,,,,,,"""amenity""=>""college"",""check_date""=>""2025-05-19"""
77.243926,28.5467274,"1135146944",,,,,,,,,"""amenity""=>""pharmacy"""
77.2445375,28.5469254,"1135148185",Sukhda Hospital,,,,,,,,"""amenity""=>""hospital"",""healthcare""=>""hospital"""
77.2441405,28.5468405,"1135148535",,,,,,,,,"""shop""=>""convenience"""
77.3782792,28.6409167,"1153083949",,,,,,,,,"""shop""=>""mall"""
